book,ts_code,position,value,wavg_cost,return,pct_return
jx,cash,30171313.343205027,30171313.343205027,0.0,30171313.343205027,0.0
jx,601800.SH,2784.0,30429.12,11.025381442343347,-265.54193548387775,-0.8651078680782079
yz,600406.SH,27028.0,490399.7248574914,17.92248014073822,5990.931613618799,1.2367512103775338
yz,600038.SH,1769.0,71986.0022952444,40.33743366416928,629.0821433289384,0.881599348724206
jx,600522.SH,-22185.0,-197899.26047726462,9.105612131643367,4108.744663243473,2.0339514072155738
yz,cash,19424778.408682164,19424778.408682164,0.0,19424778.408682164,0.0
jx,cash,30177073.02746147,30177073.02746147,0.0,30177073.02746147,0.0
jx,601800.SH,2880.0,31881.600000000002,11.02860483870968,119.21806451612792,0.37534358965358794
yz,600406.SH,27960.0,506762.20916047465,17.929394380635017,5456.342277919583,1.0884257772307069
yz,600038.SH,1830.0,76614.1285006605,40.39110624878186,2698.4040653896955,3.6506495552955465
jx,600522.SH,-22950.0,-205177.30499821913,9.099582108799511,3658.104398729658,1.7516686510650261
yz,cash,19405459.837802716,19405459.837802716,0.0,19405459.837802716,0.0
jx,cash,30182838.29071147,30182838.29071147,0.0,30182838.29071147,0.0
jx,601800.SH,2976.0,33003.84,11.032265435310443,171.8180645161192,0.5233246519320314
yz,600406.SH,28892.0,519408.43726294785,17.931122032465908,1342.459500942845,0.2591290604996183
yz,600038.SH,1891.0,79157.26,40.441134021824865,2683.0755647291808,3.5084722832189033
jx,600522.SH,-23715.0,-212249.24999999997,9.094257332782998,3421.0626469488197,1.5862464355718173
yz,cash,19386147.328624498,19386147.328624498,0.0,19386147.328624498,0.0
jx,cash,30188650.36806147,30188650.36806147,0.0,30188650.36806147,0.0
jx,601800.SH,3072.0,34037.76,11.035384744623657,137.05806451612443,0.40429270395922307
yz,600406.SH,29824.0,535579.1737030054,17.932129390431328,771.3467627814971,0.14422877226658676
yz,600038.SH,1952.0,82101.12000000001,40.49428505905267,3056.2755647291924,3.8665084188152865
jx,600522.SH,-24480.0,-220564.8,9.091138480267515,1986.2699969488021,0.8925007626231742
yz,cash,19367152.626665976,19367152.626665976,0.0,19367152.626665976,0.0
jx,cash,30194366.012511473,30194366.012511473,0.0,30194366.012511473,0.0
jx,601800.SH,3168.0,34752.96,11.034981671554256,-205.8619354838811,-0.5888697733115751
yz,600406.SH,30756.0,542673.8446312521,17.92357552668574,-8583.644267494557,-1.5571025229321058
yz,600038.SH,2013.0,83821.32,40.5314875485697,2231.435564729196,2.7349414454674235
jx,600522.SH,-25245.0,-223923.15,9.083970467298426,5401.684446948784,2.3554729517087654
yz,cash,19348104.96960376,19348104.96960376,0.0,19348104.96960376,0.0
jx,cash,30200094.984011475,30200094.984011475,0.0,30200094.984011475,0.0
jx,601800.SH,3264.0,36132.48,11.037543485135993,105.93806451612181,0.2940556013003831
yz,600406.SH,31688.0,560981.2001153377,17.917253722575182,-6780.735845624702,-1.1942920819705893
yz,600038.SH,2074.0,86299.14,40.565619303409264,2166.045564729182,2.574546412762299
jx,600522.SH,-26010.0,-231489.0,9.078105572739284,4632.525946948794,1.9619244490185186
yz,cash,19328920.34978231,19328920.34978231,0.0,19328920.34978231,0.0
jx,cash,30205670.186161473,30205670.186161473,0.0,30205670.186161473,0.0
jx,601800.SH,3360.0,36960.0,11.037958909370202,-127.54193548388139,-0.3438942804722638
yz,600406.SH,32620.0,582274.3437506931,17.91549190013522,-2129.0020317176823,-0.3643035323261765
yz,600038.SH,2135.0,88837.35,40.597800672257996,2161.045564729182,2.493236852689115
jx,600522.SH,-26775.0,-232674.75,9.066581815012093,10082.978096948791,4.153514772111398
yz,cash,19309474.43978231,19309474.43978231,0.0,19309474.43978231,0.0
jx,cash,30211263.440061472,30211263.440061472,0.0,30211263.440061472,0.0
jx,601800.SH,3456.0,38741.76,11.044184587813625,573.0580645161172,1.5013821153382438
yz,600406.SH,33552.0,606955.68,17.920488369766655,5687.4542175892275,0.9459096579048939
yz,600038.SH,2196.0,92737.07999999999,40.645416409504016,3479.7455647291645,3.898554204811781
jx,600522.SH,-27540.0,-240699.6,9.057085766047523,8732.54199694877,3.5009690118667995
yz,cash,19289415.03978231,19289415.03978231,0.0,19289415.03978231,0.0
jx,cash,30216930.237461474,30216930.237461474,0.0,30216930.237461474,0.0
jx,601800.SH,3552.0,39924.48,11.050884553908752,671.7380645161174,1.7113150098410739
yz,600406.SH,34484.0,644505.9600000001,17.94143097617477,25813.654217589297,4.172292749777263
yz,600038.SH,2257.0,97321.83999999998,40.71451237716917,5429.185564729167,5.908182322182765
jx,600522.SH,-28305.0,-250216.19999999998,9.050803017026983,5966.779396948754,2.3291084407693563
yz,cash,19269251.019782312,19269251.019782312,0.0,19269251.019782312,0.0
jx,cash,30222615.199561473,30222615.199561473,0.0,30222615.199561473,0.0
jx,601800.SH,3648.0,40894.08,11.056442416525188,560.1780645161125,1.3888516548985157
yz,600406.SH,35416.0,665112.4800000001,17.963639761192983,28912.21421758947,4.544514639903947
yz,600038.SH,2318.0,100740.28,40.78891908337826,6191.565564729186,6.548545479132882
jx,600522.SH,-29070.0,-257560.19999999998,9.045376728481209,5388.901496948762,2.0494085989532445
yz,cash,19249126.549782313,19249126.549782313,0.0,19249126.549782313,0.0
jx,cash,30228307.80401147,30228307.80401147,0.0,30228307.80401147,0.0
jx,601800.SH,3744.0,41970.240000000005,11.061715260545911,555.1780645161125,1.340522115796821
yz,600406.SH,36348.0,681525.0,17.98394040338975,27844.734217589372,4.259687139898759
yz,600038.SH,2379.0,102939.33000000003,40.85463826619202,5746.145564729217,5.912086941195
jx,600522.SH,-29835.0,-264636.44999999995,9.040484864989065,5086.415946948808,1.8857933787301682
yz,cash,19228845.299782313,19228845.299782313,0.0,19228845.299782313,0.0
jx,cash,30234031.975511473,30234031.975511473,0.0,30234031.975511473,0.0
jx,601800.SH,3840.0,42700.799999999996,11.064474462365597,213.2180645161061,0.5018361949613214
yz,600406.SH,37280.0,705710.4,18.00772601347668,34382.374217589386,5.121546084347941
yz,600038.SH,2440.0,105139.6,40.91257148986509,5312.925564729187,5.322150211639245
jx,600522.SH,-30600.0,-272340.0,9.036586844671529,4179.5574469487765,1.5114871025897105
yz,cash,19208639.389782313,19208639.389782313,0.0,19208639.389782313,0.0
jx,cash,30239764.711711474,30239764.711711474,0.0,30239764.711711474,0.0
jx,601800.SH,3936.0,44043.84,11.068806386047736,477.018064516109,1.094911318577479
yz,600406.SH,38212.0,719914.08,18.028156227949612,31022.174217589432,4.503199116900049
yz,600038.SH,2501.0,108118.23000000001,40.97109333677362,5649.525564729192,5.513415628571728
jx,600522.SH,-31365.0,-279775.8,9.033366288759725,3555.7336469487636,1.25497278794935
yz,cash,19188376.409782313,19188376.409782313,0.0,19188376.409782313,0.0
jx,cash,30245488.958511475,30245488.958511475,0.0,30245488.958511475,0.0
jx,601800.SH,4032.0,44190.72,11.067455837173584,-433.26193548388983,-0.9709172438046606
yz,600406.SH,39144.0,738255.84,18.04808976554288,31781.414217589423,4.498593729333082
yz,600038.SH,2562.0,112369.31999999999,41.04182842906746,7220.155564729168,6.866583870168413
jx,600522.SH,-32130.0,-285314.4,9.029347664081817,4798.540446948726,1.6540249599194305
yz,cash,19168303.419782314,19168303.419782314,0.0,19168303.419782314,0.0
jx,cash,30251175.031211477,30251175.031211477,0.0,30251175.031211477,0.0
jx,601800.SH,4128.0,44912.64000000001,11.064307639409858,-760.8219354838875,-1.6657855639640093
yz,600406.SH,40076.0,749421.2,18.063375231620185,25513.374217589386,3.5243954145701
yz,600038.SH,2623.0,113287.37,41.09369212171972,5498.615564729174,5.101288713778762
jx,600522.SH,-32895.0,-290133.9,9.024121998691253,6714.593146948726,2.2619596534804725
yz,cash,19148624.209782314,19148624.209782314,0.0,19148624.209782314,0.0
jx,cash,30256747.503961477,30256747.503961477,0.0,30256747.503961477,0.0
jx,601800.SH,4224.0,45239.04,11.057438905180847,-1467.5819354838968,-3.1421281922530713
yz,600406.SH,41008.0,748396.0,18.067738631057612,7474.174217589432,1.0087669113670303
yz,600038.SH,2684.0,117049.24000000002,41.15274382834234,6595.275564729178,5.971062784798636
jx,600522.SH,-33660.0,-291159.0,9.01527409081844,12295.12589694868,4.0517247411307356
yz,cash,19129327.629782315,19129327.629782315,0.0,19129327.629782315,0.0
jx,cash,30262214.941461477,30262214.941461477,0.0,30262214.941461477,0.0
jx,601800.SH,4320.0,45835.2,11.048653225806458,-1894.9819354838983,-3.9701963383364314
yz,600406.SH,41940.0,746951.3999999999,18.062130323853378,-10574.345782410703,-1.3959057947910387
yz,600038.SH,2745.0,120944.70000000001,41.219171014670614,7798.075564729181,6.892009022496576
jx,600522.SH,-34425.0,-292612.5,9.003489423295532,17332.62339694868,5.59215876894139
yz,cash,19110316.849782314,19110316.849782314,0.0,19110316.849782314,0.0
jx,cash,30267462.78376148,30267462.78376148,0.0,30267462.78376148,0.0
jx,601800.SH,4416.0,45705.6,11.03459735857878,-3023.1819354838954,-6.2040991286967495
yz,600406.SH,42872.0,751974.88,18.05089629087541,-21903.145782410633,-2.8303098230843275
yz,600038.SH,2806.0,122060.99999999999,41.2705361494194,6255.875564729155,5.402071449977907
jx,600522.SH,-35190.0,-287854.2,8.985267567404055,28337.365696948662,8.962087788296158
yz,cash,19090949.879782315,19090949.879782315,0.0,19090949.879782315,0.0
jx,cash,30272698.259011477,30272698.259011477,0.0,30272698.259011477,0.0
jx,601800.SH,4512.0,46202.88,11.018799187828877,-3513.9419354838974,-7.06791343188396
yz,600406.SH,43804.0,782339.44,18.046948812492253,-8189.105782410712,-1.035902602897875
yz,600038.SH,2867.0,127438.15000000001,41.339928299710785,8916.575564729195,7.523166653172398
jx,600522.SH,-35955.0,-293033.25,8.967183450061151,29381.83094694867,9.113044855300444
yz,cash,19071593.179782316,19071593.179782316,0.0,19071593.179782316,0.0
jx,cash,30277959.503661476,30277959.503661476,0.0,30277959.503661476,0.0
jx,601800.SH,4608.0,47416.31999999999,11.00470094086022,-3293.341935483899,-6.4945057998491516
yz,600406.SH,44736.0,797642.8799999999,18.04254081237506,-9508.225782410707,-1.1779982353110852
yz,600038.SH,2928.0,130998.72,41.412470777073366,9743.005564729188,8.035089818327892
jx,600522.SH,-36720.0,-300736.8,8.950685337607533,27932.3655969486,8.498626741031872
yz,cash,19052543.799782317,19052543.799782317,0.0,19052543.799782317,0.0
jx,cash,30283095.628361475,30283095.628361475,0.0,30283095.628361475,0.0
jx,601800.SH,4704.0,48168.96,10.99015772438008,-3528.741935483893,-6.825723007741397
yz,600406.SH,45668.0,801473.4,18.03259844491571,-22039.305782410665,-2.676255706518985
yz,600038.SH,2989.0,131456.22,41.466542132910945,7512.7255647291895,6.061411773937593
jx,600522.SH,-37485.0,-300629.7,8.931394699131616,34163.6302969486,10.204393936595688
yz,cash,19033257.14978232,19033257.14978232,0.0,19033257.14978232,0.0
jx,cash,30288348.270661473,30288348.270661473,0.0,30288348.270661473,0.0
jx,601800.SH,4800.0,49440.0,10.977396236559144,-3251.501935483895,-6.170827962856464
yz,600406.SH,46600.0,829480.0,18.028053772154735,-10627.305782410665,-1.264993853673635
yz,600038.SH,3050.0,134352.5,41.519850634515024,7716.955564729171,6.093830605887794
jx,600522.SH,-38250.0,-312885.0,8.916072486194734,28154.772596948605,8.255568663606514
yz,cash,19013912.30978232,19013912.30978232,0.0,19013912.30978232,0.0
jx,cash,30293530.287111472,30293530.287111472,0.0,30293530.287111472,0.0
jx,601800.SH,4896.0,49743.36,10.962390101201777,-3928.5019354839023,-7.319481370342892
yz,600406.SH,47532.0,848446.2000000001,18.024667714011837,-8302.305782410549,-0.9690481776596288
yz,600038.SH,3111.0,137630.64,41.57479409684051,8291.45556472917,6.4106292311428
jx,600522.SH,-39015.0,-314851.05,8.899196438471064,32351.09904694854,9.317655186107169
yz,cash,18994491.17978232,18994491.17978232,0.0,18994491.17978232,0.0
jx,cash,30298787.767061472,30298787.767061472,0.0,30298787.767061472,0.0
jx,601800.SH,4992.0,50768.64,10.948153432588922,-3884.541935483903,-7.107622645044645
yz,600406.SH,48464.0,870413.4400000001,18.02352727348982,-3078.7857824105304,-0.35246859577402406
yz,600038.SH,3172.0,138965.31999999998,41.619355118307325,6948.725564729131,5.263524327720911
jx,600522.SH,-39780.0,-325002.6,8.88489062335215,28438.348996948567,8.04613870510915
yz,cash,18975110.98978232,18975110.98978232,0.0,18975110.98978232,0.0
jx,cash,30304069.20936147,30304069.20936147,0.0,30304069.20936147,0.0
jx,601800.SH,5088.0,50880.0,10.9312464495841,-4738.181935483895,-8.519124089636914
yz,600406.SH,49396.0,885176.3200000001,18.021675151478068,-5022.345782410586,-0.564182578053671
